draw_id,draw_label,model_key,model_name,k,source,dof,chi2_radial,chi2_vertical,chi2_total,chi2_nu,chi2_nu_rad,chi2_nu_vert
1,b1,baryonic,Baryonic Newtonian,0,qcopula,196,35071.7000,335.5790,35407.2790,180.6494,178.9372,1.7121
2,b2,baryonic,Baryonic Newtonian,0,qcopula,196,35976.1000,370.0770,36346.1770,185.4397,183.5515,1.8881
3,b3,baryonic,Baryonic Newtonian,0,qcopula,196,34619.2000,293.3480,34912.5480,178.1252,176.6286,1.4967
4,b4,baryonic,Baryonic Newtonian,0,qcopula,196,34612.8000,292.3720,34905.1720,178.0876,176.5959,1.4917
5,b5,baryonic,Baryonic Newtonian,0,qcopula,196,35121.7000,354.5120,35476.2120,181.0011,179.1923,1.8087
6,b6,baryonic,Baryonic Newtonian,0,qcopula,196,34961.4000,314.4130,35275.8130,179.9786,178.3745,1.6041
7,b7,baryonic,Baryonic Newtonian,0,qcopula,196,34654.1000,267.3190,34921.4190,178.1705,176.8066,1.3639
8,b8,baryonic,Baryonic Newtonian,0,qcopula,196,34704.5000,345.1800,35049.6800,178.8249,177.0638,1.7611
9,b9,baryonic,Baryonic Newtonian,0,qcopula,196,34319.9000,360.7250,34680.6250,176.9420,175.1015,1.8404
10,b10,baryonic,Baryonic Newtonian,0,qcopula,196,34593.0000,350.1150,34943.1150,178.2812,176.4949,1.7863
11,b11,baryonic,Baryonic Newtonian,0,qcopula,196,35589.3000,316.6070,35905.9070,183.1934,181.5781,1.6153
12,b12,baryonic,Baryonic Newtonian,0,qcopula,196,33786.9000,331.8030,34118.7030,174.0750,172.3821,1.6929
13,b13,baryonic,Baryonic Newtonian,0,qcopula,196,34649.9000,309.8240,34959.7240,178.3659,176.7852,1.5807
14,b14,baryonic,Baryonic Newtonian,0,qcopula,196,33507.4000,343.2790,33850.6790,172.7075,170.9561,1.7514
15,b15,baryonic,Baryonic Newtonian,0,qcopula,196,33232.5000,323.0670,33555.5670,171.2019,169.5536,1.6483
16,b16,baryonic,Baryonic Newtonian,0,qcopula,196,34665.6000,312.9130,34978.5130,178.4618,176.8653,1.5965
17,b17,baryonic,Baryonic Newtonian,0,qcopula,196,33181.5000,314.6780,33496.1780,170.8989,169.2934,1.6055
18,b18,baryonic,Baryonic Newtonian,0,qcopula,196,33514.5000,285.7270,33800.2270,172.4501,170.9923,1.4578
19,b19,baryonic,Baryonic Newtonian,0,qcopula,196,32524.1000,289.6930,32813.7930,167.4173,165.9393,1.4780
20,b20,baryonic,Baryonic Newtonian,0,qcopula,196,33228.2000,287.4110,33515.6110,170.9980,169.5316,1.4664
21,b21,baryonic,Baryonic Newtonian,0,qcopula,196,33431.7000,290.3410,33722.0410,172.0512,170.5699,1.4813
22,b22,baryonic,Baryonic Newtonian,0,qcopula,196,32935.8000,312.8840,33248.6840,169.6361,168.0398,1.5963
23,b23,baryonic,Baryonic Newtonian,0,qcopula,196,32319.0000,310.0420,32629.0420,166.4747,164.8929,1.5818
24,b24,baryonic,Baryonic Newtonian,0,qcopula,196,33440.5000,271.3160,33711.8160,171.9991,170.6148,1.3843
25,b25,baryonic,Baryonic Newtonian,0,qcopula,196,33252.5000,328.6570,33581.1570,171.3324,169.6556,1.6768
26,b26,baryonic,Baryonic Newtonian,0,qcopula,196,32592.8000,260.4850,32853.2850,167.6188,166.2898,1.3290
