R_kpc,hybrid_p5,hybrid_p16,hybrid_center,hybrid_p84,hybrid_p95,weight_McGaugh2018_Imig2025,weight_Wang2026_Lian2022,weight_McMillan2017,weight_deSalas2019_B2,center_McGaugh2018_Imig2025,center_Wang2026_Lian2022,center_McMillan2017,center_deSalas2019_B2
1,152.139433,174.218958,184.661433,195.103908,199.189151,0.450980777,0.0843902962,0,0.464628927,189.636842,161.433995,155.698533,184.05096
1.0031058,152.243788,174.289351,184.716317,195.143284,199.260211,0.451322876,0.0843826314,0,0.464294492,189.665582,161.544726,155.821252,184.116619
1.0062213,152.347579,174.358604,184.769867,195.18113,199.329985,0.451665473,0.0843750152,0,0.463959511,189.692754,161.654857,155.943517,184.18109
1.0093465,152.450797,174.426706,184.822071,195.217436,199.398462,0.452008564,0.0843674479,0,0.463623988,189.718345,161.764381,156.065323,184.244363
1.0124814,152.553437,174.493645,184.872915,195.252184,199.46563,0.452352141,0.0843599301,0,0.463287929,189.742338,161.873292,156.186665,184.306426
1.015626,152.655492,174.559407,184.922385,195.285362,199.531474,0.452696201,0.0843524622,0,0.462951337,189.764719,161.981582,156.307536,184.367266
1.0187804,152.75696,174.623983,184.97047,195.316957,199.595985,0.453040747,0.0843450445,0,0.462614209,189.785473,162.089249,156.427934,184.426875
1.0219446,152.857833,174.68736,185.017157,195.346955,199.659152,0.453385775,0.0843376776,0,0.462276548,189.804586,162.196284,156.547853,184.485241
1.0251186,152.958104,174.749523,185.062432,195.375341,199.720958,0.453731278,0.0843303619,0,0.46193836,189.822042,162.302681,156.667288,184.54235
1.0283024,153.057767,174.810462,185.106281,195.402101,199.781394,0.454077252,0.0843230979,0,0.46159965,189.837825,162.408433,156.786233,184.598193
1.0314962,153.156823,174.870166,185.148694,195.427221,199.840448,0.454423712,0.0843158856,0,0.461260402,189.851921,162.51354,156.904688,184.652759
1.0346999,153.255259,174.92862,185.189654,195.450688,199.898106,0.454770641,0.0843087259,0,0.460920633,189.864314,162.61799,157.022645,184.706035
1.0379135,153.353071,174.98581,185.229147,195.472485,199.954354,0.455118034,0.0843016191,0,0.460580347,189.874987,162.721777,157.140096,184.758008
1.0411371,153.450253,175.041726,185.267162,195.492599,200.009182,0.455465895,0.0842945657,0,0.460239539,189.883925,162.824896,157.25704,184.808669
1.0443707,153.546798,175.096351,185.303683,195.511015,200.062574,0.455814219,0.084287566,0,0.459898215,189.891112,162.92734,157.37347,184.858003
1.0476144,153.642704,175.149677,185.338698,195.527719,200.11452,0.456163011,0.0842806204,0,0.459556369,189.896531,163.029105,157.489384,184.906001
1.0508681,153.737961,175.201685,185.37219,195.542695,200.165003,0.456512253,0.0842737297,0,0.459214017,189.900166,163.130181,157.604771,184.952648
1.0541319,153.832562,175.252364,185.404146,195.555928,200.214012,0.456861951,0.0842668941,0,0.458871155,189.902001,163.230562,157.71963,184.997932
1.0574059,153.926506,175.3017,185.434551,195.567402,200.261534,0.457212109,0.0842601139,0,0.458527777,189.902017,163.330245,157.833957,185.041842
1.0606901,154.019785,175.34968,185.463392,195.577105,200.307554,0.457562721,0.0842533896,0,0.45818389,189.9002,163.429222,157.947746,185.084365
1.0639844,154.112388,175.396287,185.490652,195.585017,200.352058,0.45791377,0.0842467221,0,0.457839508,189.89653,163.527483,158.060987,185.125487
1.067289,154.204314,175.441509,185.516317,195.591125,200.395033,0.458265272,0.0842401113,0,0.457494617,189.890991,163.625025,158.173681,185.165196
1.0706038,154.295553,175.48533,185.540372,195.595414,200.436464,0.458617209,0.0842335581,0,0.457149232,189.883566,163.721838,158.285817,185.203478
1.0739289,154.3861,175.527736,185.562802,195.597867,200.476338,0.458969587,0.0842270628,0,0.45680335,189.874237,163.817917,158.397393,185.240322
1.0772644,154.475952,175.568713,185.583591,195.598469,200.514641,0.459322409,0.0842206256,0,0.456456965,189.862985,163.913258,158.508405,185.275714
1.0806102,154.565097,175.608244,185.602723,195.597202,200.551357,0.459675659,0.0842142473,0,0.456110094,189.849793,164.007849,158.618844,185.309639
1.0839664,154.65353,175.646315,185.620184,195.594052,200.586473,0.46002934,0.0842079283,0,0.455762732,189.834643,164.101685,158.728706,185.342086
1.0873331,154.741249,175.682911,185.635956,195.589002,200.619973,0.460383457,0.084201669,0,0.455414874,189.817515,164.194762,158.837988,185.37304
1.0907102,154.82824,175.718014,185.650025,195.582035,200.651842,0.460737994,0.0841954699,0,0.455066536,189.798392,164.287068,158.94668,185.402487
1.0940978,154.9145,175.75161,185.662373,195.573136,200.682066,0.461092953,0.0841893316,0,0.454717715,189.777254,164.378598,159.054778,185.430414
1.0974959,155.000022,175.783682,185.672984,195.562286,200.710628,0.461448329,0.0841832544,0,0.454368416,189.754082,164.469344,159.162276,185.456806
1.1009045,155.084797,175.814214,185.681842,195.54947,200.737515,0.461804115,0.0841772391,0,0.454018646,189.728858,164.559299,159.269166,185.481649
1.1043238,155.168823,175.84319,185.68893,195.534671,200.76271,0.462160326,0.0841712857,0,0.453668388,189.701561,164.648458,159.375449,185.50493
1.1077536,155.252086,175.870591,185.694232,195.517872,200.786199,0.462516934,0.0841653951,0,0.453317671,189.672173,164.736808,159.48111,185.526633
1.1111941,155.334585,175.896403,185.697729,195.499055,200.807964,0.462873952,0.0841595677,0,0.45296648,189.640672,164.824347,159.586151,185.546744
1.1146453,155.416311,175.920607,185.699404,195.478202,200.827991,0.463231376,0.0841538038,0,0.45261482,189.607038,164.911066,159.690562,185.565249
1.1181073,155.497258,175.943186,185.699242,195.455298,200.846263,0.463589207,0.084148104,0,0.452262689,189.571252,164.996958,159.794341,185.582133
1.1215799,155.577414,175.964121,185.697222,195.430324,200.862763,0.46394742,0.084142469,0,0.451910111,189.533293,165.082011,159.897474,185.597379
1.1250634,155.656779,175.983396,185.693329,195.403262,200.877477,0.464306037,0.084136899,0,0.451557064,189.49314,165.166224,159.999963,185.610974
1.1285577,155.735339,176.000991,185.687543,195.374095,200.890386,0.464665042,0.0841313947,0,0.451203563,189.450771,165.249584,160.101798,185.622902
1.1320628,155.813089,176.016889,185.679847,195.342805,200.901473,0.465024429,0.0841259566,0,0.450849615,189.406167,165.332084,160.202972,185.633147
1.1355788,155.890022,176.03107,185.670222,195.309374,200.910723,0.465384199,0.0841205852,0,0.450495216,189.359305,165.413717,160.30348,185.641694
1.1391058,155.966132,176.043516,185.658649,195.273783,200.918118,0.465744358,0.0841152809,0,0.450140362,189.310162,165.494477,160.403319,185.648527
1.1426436,156.041407,176.054206,185.64511,195.236015,200.923641,0.466104876,0.0841100445,0,0.449785079,189.258719,165.57435,160.502474,185.65363
1.1461925,156.115843,176.063122,185.629586,195.19605,200.927274,0.466465779,0.0841048761,0,0.449429345,189.204951,165.653334,160.600948,185.656987
1.1497524,156.189433,176.070243,185.612057,195.153871,200.928999,0.466827048,0.0840997765,0,0.449073175,189.148837,165.731419,160.698729,185.658581
1.1533234,156.262166,176.07555,185.592504,195.109458,200.9288,0.467188688,0.0840947462,0,0.448716566,189.090353,165.808596,160.795814,185.658397
1.1569054,156.334034,176.079022,185.570908,195.062794,200.926658,0.46755068,0.0840897857,0,0.448359535,189.029477,165.884855,160.892192,185.656418
1.1604986,156.405033,176.080637,185.547247,195.013857,200.922554,0.467913037,0.0840848955,0,0.448002067,188.966185,165.960191,160.987861,185.652626
1.1641029,156.47515,176.080375,185.521504,194.962632,200.916471,0.468275743,0.0840800763,0,0.447644181,188.900455,166.034592,161.08281,185.647005
1.1677185,156.544383,176.078214,185.493655,194.909096,200.90839,0.468638811,0.0840753283,0,0.447285861,188.832259,166.108054,161.177037,185.639538
1.1713452,156.612716,176.074132,185.463683,194.853233,200.898292,0.469002212,0.0840706524,0,0.446927136,188.761578,166.180562,161.270529,185.630207
1.1749833,156.680149,176.068107,185.431564,194.79502,200.886156,0.46936597,0.0840660488,0,0.446567981,188.688383,166.252115,161.363287,185.618994
1.1786326,156.746668,176.060117,185.397279,194.734442,200.871967,0.469730058,0.0840615183,0,0.446208424,188.612653,166.322697,161.455297,185.605883
1.1822932,156.812265,176.050139,185.360807,194.671476,200.855703,0.470094478,0.0840570615,0,0.445848461,188.534362,166.392302,161.546554,185.590855
1.1859653,156.876935,176.038148,185.322125,194.606103,200.837345,0.470459242,0.0840526787,0,0.445488079,188.453482,166.460923,161.637055,185.573892
1.1896487,156.940667,176.024123,185.281213,194.538304,200.816873,0.470824324,0.0840483706,0,0.445127306,188.369991,166.528548,161.726787,185.554976
1.1933436,157.003453,176.008038,185.238047,194.468057,200.794267,0.471189735,0.0840441377,0,0.444766127,188.28386,166.59517,161.815748,185.534088
1.1970499,157.065283,175.989869,185.192607,194.395346,200.769508,0.471555459,0.0840399807,0,0.44440456,188.195066,166.660777,161.903926,185.511211
1.2007678,157.12615,175.96959,185.144868,194.320145,200.742573,0.471921507,0.0840359,0,0.444042593,188.103578,166.725363,161.991318,185.486323
1.2044972,157.186044,175.947178,185.094809,194.242439,200.713444,0.472287863,0.0840318962,0,0.443680241,188.009373,166.788916,162.077914,185.459408
1.2082381,157.244956,175.922606,185.042407,194.162208,200.682099,0.472654517,0.08402797,0,0.443317513,187.912425,166.851427,162.163705,185.430445
1.2119908,157.30288,175.895847,184.987635,194.079424,200.648516,0.473021494,0.0840241217,0,0.442954385,187.812698,166.91289,162.24869,185.399414
1.215755,157.359803,175.866876,184.930476,193.994076,200.612676,0.473388754,0.0840203522,0,0.442590894,187.710175,166.97329,162.332855,185.366298
1.219531,157.415718,175.835663,184.8709,193.906136,200.574555,0.47375632,0.0840166618,0,0.442227018,187.604818,167.032621,162.416197,185.331074
1.2233186,157.470614,175.802184,184.808887,193.815589,200.534133,0.474124165,0.0840130512,0,0.441862784,187.496607,167.090871,162.498703,185.293724
1.2271181,157.524484,175.766408,184.744409,193.72241,200.491386,0.47449231,0.084009521,0,0.441498169,187.385505,167.148032,162.580372,185.254226
1.2309293,157.577316,175.728308,184.677444,193.62658,200.446293,0.474860727,0.0840060717,0,0.441133201,187.271489,167.204092,162.66119,185.21256
1.2347524,157.629105,175.687853,184.607966,193.528078,200.398832,0.475229429,0.084002704,0,0.440767867,187.154525,167.259044,162.741154,185.168706
1.2385874,157.679836,175.645014,184.535948,193.426881,200.348978,0.475598406,0.0839994184,0,0.440402175,187.034583,167.312875,162.820254,185.122641
1.2424342,157.729502,175.599762,184.461367,193.322972,200.296711,0.475967643,0.0839962156,0,0.440036141,186.911637,167.365575,162.89848,185.074346
1.2462931,157.778094,175.552064,184.384194,193.216324,200.242004,0.476337159,0.083993096,0,0.439669745,186.785648,167.417136,162.975829,185.023797
1.2501639,157.825858,175.505734,184.309215,193.112696,200.190246,0.476706928,0.0839900604,0,0.439303011,186.662027,167.467818,163.053993,184.975972
1.2540467,157.878397,175.544503,184.34111,193.137718,200.259143,0.477076951,0.0839871094,0,0.43893594,186.659081,167.523566,163.170047,185.039633
1.2579416,157.929884,175.58175,184.371455,193.16116,200.326726,0.477447229,0.0839842435,0,0.438568528,186.654303,167.578199,163.285527,185.10208
1.2618485,157.980309,175.617456,184.400233,193.18301,200.392983,0.477817745,0.0839814634,0,0.438200792,186.647677,167.631704,163.400424,185.163301
1.2657676,158.029664,175.651606,184.427432,193.203258,200.457901,0.478188509,0.0839787696,0,0.437832721,186.639186,167.684075,163.514739,185.223286
1.2696989,158.077939,175.684182,184.453035,193.221889,200.521469,0.478559514,0.0839761628,0,0.437464323,186.628812,167.735299,163.628462,185.282023
1.2736424,158.125124,175.715166,184.477028,193.23889,200.583675,0.478930752,0.0839736436,0,0.437095605,186.616537,167.785366,163.741589,185.339501
1.2775982,158.171207,175.744541,184.499395,193.254249,200.644505,0.479302223,0.0839712126,0,0.436726565,186.602343,167.834265,163.854114,185.395708
1.2815662,158.216181,175.772289,184.520121,193.267953,200.703946,0.479673909,0.0839688705,0,0.43635722,186.586212,167.881986,163.966028,185.450632
1.2855465,158.260032,175.798391,184.53919,193.279989,200.761986,0.480045813,0.0839666178,0,0.43598757,186.568127,167.928516,164.077327,185.504261
1.2895393,158.302755,175.82283,184.556587,193.290344,200.818615,0.480417943,0.0839644552,0,0.435617601,186.548068,167.973849,164.18801,185.556586
1.2935444,158.344334,175.845586,184.572295,193.299004,200.873815,0.480790274,0.0839623834,0,0.435247342,186.526017,168.017969,164.298063,185.607591
1.2975619,158.384762,175.86664,184.586298,193.305956,200.927576,0.481162806,0.083960403,0,0.434876791,186.501955,168.060866,164.407483,185.657266
1.301592,158.424028,175.885974,184.598581,193.311188,200.979886,0.481535549,0.0839585146,0,0.434505936,186.475862,168.102531,164.516268,185.7056
1.3056345,158.46212,175.903567,184.609126,193.314685,201.030726,0.481908476,0.0839567188,0,0.434134805,186.447721,168.14295,164.624405,185.752577
