R_kpc,hybrid_p5,hybrid_p16,hybrid_center,hybrid_p84,hybrid_p95,weight_McGaugh2018_Imig2025,weight_Wang2026_Lian2022,weight_McMillan2017,weight_deSalas2019_B2,weight_Barros2016_MI,center_McGaugh2018_Imig2025,center_Wang2026_Lian2022,center_McMillan2017,center_deSalas2019_B2,center_Barros2016_MI
1,145.45357,163.755678,178.692338,193.628998,199.189151,0.290122046,0.0716471342,0.189005636,0.449225183,0,189.636842,161.433995,155.698533,184.05096,260.378897
1.0031058,145.568214,163.852679,178.762804,193.672929,199.260211,0.29034865,0.0716297602,0.189010778,0.449010812,0,189.665582,161.544726,155.821252,184.116619,260.300041
1.0062213,145.682434,163.948896,178.83214,193.715383,199.329985,0.290576089,0.0716123291,0.189015965,0.448795617,0,189.692754,161.654857,155.943517,184.18109,260.217906
1.0093465,145.796225,164.04432,178.900334,193.756348,199.398462,0.290804363,0.0715948411,0.189021198,0.448579598,0,189.718345,161.764381,156.065323,184.244363,260.132463
1.0124814,145.909582,164.138942,178.967376,193.79581,199.46563,0.291033476,0.0715772963,0.189026477,0.448362751,0,189.742338,161.873292,156.186665,184.306426,260.043678
1.015626,146.0225,164.232752,179.033253,193.833753,199.531474,0.291263428,0.0715596949,0.189031804,0.448145074,0,189.764719,161.981582,156.307536,184.367266,259.95152
1.0187804,146.134976,164.325744,179.097955,193.870166,199.595985,0.291494228,0.0715420366,0.189037178,0.447926557,0,189.785473,162.089249,156.427934,184.426875,259.855954
1.0219446,146.247004,164.417909,179.161473,193.905037,199.659152,0.291725879,0.0715243216,0.1890426,0.447707199,0,189.804586,162.196284,156.547853,184.485241,259.756948
1.0251186,146.35858,164.509236,179.223792,193.938347,199.720958,0.291958381,0.0715065499,0.189048071,0.447486998,0,189.822042,162.302681,156.667288,184.54235,259.654469
1.0283024,146.469699,164.599717,179.284902,193.970086,199.781394,0.292191738,0.0714887219,0.18905359,0.44726595,0,189.837825,162.408433,156.786233,184.598193,259.548483
1.0314962,146.58036,164.689346,179.344793,194.00024,199.840448,0.292425963,0.0714708366,0.18905916,0.44704404,0,189.851921,162.51354,156.904688,184.652759,259.438951
1.0346999,146.690555,164.778113,179.403454,194.028795,199.898106,0.292661054,0.0714528947,0.18906478,0.446821272,0,189.864314,162.61799,157.022645,184.706035,259.32584
1.0379135,146.800278,164.866005,179.460869,194.055733,199.954354,0.29289701,0.0714348964,0.18907045,0.446597643,0,189.874987,162.721777,157.140096,184.758008,259.209118
1.0411371,146.909527,164.953016,179.51703,194.081044,200.009182,0.293133841,0.0714168415,0.189076172,0.446373145,0,189.883925,162.824896,157.25704,184.808669,259.088745
1.0443707,147.018296,165.039135,179.571924,194.104712,200.062574,0.293371549,0.07139873,0.189081946,0.446147776,0,189.891112,162.92734,157.37347,184.858003,258.964687
1.0476144,147.126583,165.124356,179.625539,194.126722,200.11452,0.293610142,0.0713805616,0.189087772,0.445921525,0,189.896531,163.029105,157.489384,184.906001,258.836903
1.0508681,147.234377,165.208665,179.677862,194.147059,200.165003,0.293849615,0.0713623371,0.189093651,0.445694397,0,189.900166,163.130181,157.604771,184.952648,258.705362
1.0541319,147.341678,165.292054,179.728882,194.16571,200.214012,0.294089978,0.0713440562,0.189099583,0.445466383,0,189.902001,163.230562,157.71963,184.997932,258.570024
1.0574059,147.448483,165.374514,179.778585,194.182657,200.261534,0.294331238,0.0713257185,0.18910557,0.445237473,0,189.902017,163.330245,157.833957,185.041842,258.430846
1.0606901,147.554784,165.456036,179.826962,194.197888,200.307554,0.294573398,0.0713073242,0.189111612,0.445007666,0,189.9002,163.429222,157.947746,185.084365,258.287792
1.0639844,147.660574,165.536606,179.873995,194.211385,200.352058,0.294816452,0.0712888742,0.189117708,0.444776965,0,189.89653,163.527483,158.060987,185.125487,258.140828
1.067289,147.765853,165.616217,179.919676,194.223134,200.395033,0.295060417,0.0712703674,0.189123861,0.444545355,0,189.890991,163.625025,158.173681,185.165196,257.989907
1.0706038,147.87061,165.694857,179.963988,194.233119,200.436464,0.295305287,0.0712518047,0.189130069,0.444312839,0,189.883566,163.721838,158.285817,185.203478,257.834995
1.0739289,147.974845,165.772516,180.006921,194.241326,200.476338,0.29555107,0.0712331858,0.189136335,0.444079409,0,189.874237,163.817917,158.397393,185.240322,257.676048
1.0772644,148.078552,165.849185,180.048462,194.247738,200.514641,0.295797776,0.0712145104,0.189142658,0.443845055,0,189.862985,163.913258,158.508405,185.275714,257.513021
1.0806102,148.181724,165.924851,180.088595,194.252339,200.551357,0.2960454,0.0711957791,0.189149039,0.443609782,0,189.849793,164.007849,158.618844,185.309639,257.34588
1.0839664,148.284357,165.999505,180.127309,194.255113,200.586473,0.296293949,0.0711769918,0.189155479,0.443373579,0,189.834643,164.101685,158.728706,185.342086,257.174577
1.0873331,148.386448,166.073136,180.16459,194.256044,200.619973,0.296543434,0.0711581481,0.189161979,0.443136439,0,189.817515,164.194762,158.837988,185.37304,256.999068
1.0907102,148.487988,166.14573,180.200423,194.255116,200.651842,0.296793849,0.0711392488,0.189168538,0.442898364,0,189.798392,164.287068,158.94668,185.402487,256.819314
1.0940978,148.588974,166.217279,180.234796,194.252312,200.682066,0.297045202,0.0711202935,0.189175158,0.442659347,0,189.777254,164.378598,159.054778,185.430414,256.63527
1.0974959,148.689398,166.287769,180.267692,194.247616,200.710628,0.297297495,0.0711012826,0.189181838,0.442419384,0,189.754082,164.469344,159.162276,185.456806,256.446891
1.1009045,148.789255,166.357188,180.2991,194.241012,200.737515,0.297550731,0.0710822164,0.189188581,0.442178472,0,189.728858,164.559299,159.269166,185.481649,256.254134
1.1043238,148.888544,166.425528,180.329005,194.232481,200.76271,0.297804925,0.0710630938,0.189195385,0.441936596,0,189.701561,164.648458,159.375449,185.50493,256.056945
1.1077536,148.987253,166.492772,180.357391,194.222009,200.786199,0.298060064,0.0710439164,0.189202253,0.441693767,0,189.672173,164.736808,159.48111,185.526633,255.85529
1.1111941,149.085382,166.558912,180.384245,194.209577,200.807964,0.298316164,0.0710246832,0.189209184,0.441449969,0,189.640672,164.824347,159.586151,185.546744,255.649112
1.1146453,149.182923,166.623934,180.409551,194.195168,200.827991,0.298573228,0.0710053946,0.189216179,0.441205198,0,189.607038,164.911066,159.690562,185.565249,255.438365
