R_kpc,hybrid_p5,hybrid_p16,hybrid_center,hybrid_p84,hybrid_p95,weight_McGaugh2018_Imig2025,weight_Wang2026_Lian2022,weight_McMillan2017,weight_deSalas2019_B2,weight_Barros2016_MI,center_McGaugh2018_Imig2025,center_Wang2026_Lian2022,center_McMillan2017,center_deSalas2019_B2,center_Barros2016_MI
1.2736424,158.125124,175.194683,184.309967,193.42525,200.583675,0.383255306,0.0865303362,0,0.530214358,0,186.616537,167.785366,163.741589,185.339501,243.30196
1.2775982,158.171207,175.229822,184.339466,193.44911,200.644505,0.383634671,0.0865048121,0,0.529860517,0,186.602343,167.834265,163.854114,185.395708,243.184244
1.2815662,158.216181,175.263402,184.367389,193.471376,200.703946,0.384015493,0.086479239,0,0.529505268,0,186.586212,167.881986,163.966028,185.450632,243.063022
1.2855465,158.260032,175.295407,184.393722,193.492037,200.761986,0.384397783,0.0864536168,0,0.529148601,0,186.568127,167.928516,164.077327,185.504261,242.938257
1.2895393,158.302755,175.32582,184.41845,193.51108,200.818615,0.38478156,0.0864279449,0,0.528790495,0,186.548068,167.973849,164.18801,185.556586,242.809908
1.2935444,158.344334,175.354621,184.441556,193.528491,200.873815,0.385166807,0.0864022252,0,0.528430968,0,186.526017,168.017969,164.298063,185.607591,242.677947
1.2975619,158.384762,175.381792,184.463024,193.544257,200.927576,0.385553535,0.0863764578,0,0.528070007,0,186.501955,168.060866,164.407483,185.657266,242.542335
1.301592,158.424028,175.407315,184.48284,193.558365,200.979886,0.385941765,0.086350642,0,0.527707593,0,186.475862,168.102531,164.516268,185.7056,242.40303
1.3056345,158.46212,175.43117,184.500986,193.570801,201.030726,0.386331479,0.0863247799,0,0.527343741,0,186.447721,168.14295,164.624405,185.752577,242.260003
1.3096896,158.499029,175.45334,184.517447,193.581554,201.08009,0.386722697,0.0862988707,0,0.526978432,0,186.41751,168.182114,164.731893,185.798189,242.113209
1.3137573,158.534742,175.473804,184.532206,193.590608,201.127959,0.38711542,0.0862729153,0,0.526611664,0,186.385211,168.220009,164.838724,185.84242,241.962613
1.3178376,158.569251,175.492542,184.545247,193.597952,201.174322,0.38750965,0.0862469143,0,0.526243435,0,186.350803,168.256626,164.944891,185.885259,241.808176
1.3219306,158.602542,175.509534,184.556552,193.60357,201.219163,0.387905397,0.0862208678,0,0.525873735,0,186.314267,168.291951,165.050389,185.926693,241.649856
1.3260364,158.634606,175.524761,184.566106,193.60745,201.262472,0.388302673,0.0861947759,0,0.525502551,0,186.27558,168.325974,165.155213,185.96671,241.487612
1.3301548,158.66543,175.538201,184.57389,193.609578,201.304229,0.388701458,0.0861686405,0,0.525129901,0,186.234725,168.358681,165.259352,186.005294,241.321412
1.3342861,158.695004,175.549834,184.579887,193.609941,201.344425,0.389101783,0.0861424605,0,0.524755756,0,186.191679,168.390062,165.362804,186.042435,241.151206
1.3384302,158.723317,175.559638,184.584081,193.608523,201.383044,0.389503639,0.0861162374,0,0.524380124,0,186.14642,168.420104,165.46556,186.078119,240.976956
1.3425872,158.750355,175.567593,184.586453,193.605312,201.420071,0.389907037,0.086089971,0,0.524002992,0,186.098929,168.448794,165.567615,186.112332,240.798618
1.346757,158.776107,175.573676,184.586985,193.600294,201.455491,0.390311967,0.086063663,0,0.52362437,0,186.049184,168.47612,165.668959,186.14506,240.616157
1.3509398,158.800562,175.577864,184.585659,193.593454,201.48929,0.39071845,0.0860373128,0,0.523244237,0,185.997163,168.502069,165.769589,186.17629,240.429521
1.3551357,158.823709,175.580137,184.582457,193.584778,201.521453,0.391126497,0.0860109205,0,0.522862583,0,185.942841,168.52663,165.869499,186.206009,240.238664
1.3593445,158.845534,175.58047,184.577361,193.574253,201.551964,0.391536088,0.0859844881,0,0.522479424,0,185.886201,168.549788,165.968678,186.234201,240.043552
1.3635664,158.866025,175.57884,184.570352,193.561863,201.580809,0.391947244,0.0859580153,0,0.522094741,0,185.827216,168.571531,166.067121,186.260854,239.844134
1.3678015,158.88517,175.575225,184.56141,193.547595,201.607973,0.392359974,0.0859315021,0,0.521708524,0,185.765865,168.591846,166.164825,186.285953,239.64036
1.3720497,158.902958,175.569601,184.550517,193.531434,201.633439,0.392774271,0.08590495,0,0.521320779,0,185.702124,168.61072,166.261777,186.309484,239.432191
1.376311,158.919374,175.561943,184.537654,193.513366,201.657191,0.393190133,0.0858783599,0,0.520931507,0,185.635973,168.628139,166.357971,186.331431,239.219582
1.3805856,158.934407,175.552226,184.522801,193.493375,201.679215,0.393607581,0.0858517313,0,0.520540688,0,185.567384,168.644091,166.453403,186.351781,239.002477
1.3848735,158.948044,175.540426,184.505937,193.471448,201.699494,0.394026616,0.085825065,0,0.520148319,0,185.496334,168.658561,166.548064,186.370519,238.780831
1.3891747,158.960271,175.526517,184.487043,193.447569,201.718011,0.394447237,0.0857983618,0,0.519754402,0,185.4228,168.671535,166.641948,186.387629,238.554596
1.3934893,158.971076,175.510474,184.4661,193.421725,201.734753,0.394869454,0.0857716221,0,0.519358924,0,185.346757,168.683,166.735046,186.403098,238.32372
1.3978173,158.980446,175.49227,184.443085,193.393899,201.7497,0.395293268,0.0857448467,0,0.518961885,0,185.268179,168.692942,166.827353,186.416909,238.088154
1.4021587,158.988367,175.471881,184.41798,193.364079,201.762836,0.395718678,0.0857180364,0,0.518563285,0,185.187044,168.701347,166.918858,186.429047,237.847849
1.4065136,158.994825,175.449277,184.390762,193.332247,201.774146,0.396145695,0.0856911915,0,0.518163113,0,185.103324,168.7082,167.009557,186.439497,237.602751
1.410882,158.999808,175.424432,184.36141,193.298389,201.78361,0.396574318,0.0856643129,0,0.517761369,0,185.016994,168.713487,167.09944,186.448242,237.352809
1.415264,159.003301,175.397317,184.329904,193.26249,201.791214,0.397004557,0.0856374009,0,0.517358042,0,184.928027,168.717193,167.188502,186.455268,237.097966
1.4196596,159.00529,175.367907,184.296221,193.224536,201.796939,0.397436411,0.0856104564,0,0.516953133,0,184.836399,168.719304,167.276733,186.460558,236.83817
1.4240688,159.005761,175.33617,184.26034,193.18451,201.800768,0.397869881,0.0855834803,0,0.516546639,0,184.742082,168.719804,167.364125,186.464096,236.57337
1.4284918,159.004701,175.302079,184.222237,193.142396,201.802682,0.398304985,0.0855564723,0,0.516138543,0,184.645047,168.718679,167.450674,186.465865,236.303499
1.4329285,159.002095,175.265603,184.181892,193.098181,201.802665,0.398741713,0.0855294339,0,0.515728853,0,184.545269,168.715914,167.536369,186.465849,236.028509
1.4373789,158.997928,175.226713,184.139281,193.051849,201.800699,0.399180065,0.0855023661,0,0.515317569,0,184.442721,168.711492,167.621201,186.464032,235.748346
1.4418432,158.992186,175.185377,184.09438,193.003383,201.796764,0.399620059,0.0854752687,0,0.514904672,0,184.337373,168.705399,167.705165,186.460396,235.462941
1.4463214,158.984854,175.141566,184.047167,192.952768,201.790841,0.400061695,0.0854481426,0,0.514490162,0,184.229196,168.697619,167.788253,186.454924,235.172237
1.4508134,158.975917,175.095248,183.997619,192.89999,201.782915,0.400504963,0.0854209894,0,0.514074048,0,184.118165,168.688136,167.870453,186.4476,234.876184
1.4553194,158.96536,175.04639,183.94571,192.845031,201.772965,0.400949881,0.0853938089,0,0.51365631,0,184.004247,168.676934,167.951761,186.438406,234.574709
1.4598394,158.953167,174.99496,183.891418,192.787876,201.76097,0.401396447,0.0853666021,0,0.513236951,0,183.887414,168.663997,168.032167,186.427323,234.267754
1.4643735,158.939323,174.940925,183.834717,192.728509,201.746915,0.401844672,0.0853393693,0,0.512815959,0,183.767635,168.649307,168.111663,186.414336,233.95525
1.4689216,158.923814,174.884251,183.775583,192.666915,201.730778,0.402294543,0.0853121122,0,0.512393344,0,183.644882,168.63285,168.19024,186.399425,233.637145
1.4734838,158.906623,174.824906,183.713992,192.603078,201.712539,0.40274607,0.0852848313,0,0.511969099,0,183.519124,168.614609,168.26789,186.382572,233.313367
1.4780603,158.887733,174.762851,183.649915,192.536979,201.692178,0.403199271,0.0852575263,0,0.511543203,0,183.390325,168.594565,168.344606,186.363759,232.983841
1.4826509,158.86713,174.698055,183.583331,192.468607,201.669677,0.403654124,0.0852301996,0,0.511115676,0,183.258461,168.572703,168.420376,186.342968,232.648515
1.4872558,158.844795,174.63048,183.514211,192.397942,201.645015,0.404110649,0.0852028509,0,0.510686501,0,183.123495,168.549004,168.495194,186.32018,232.307311
1.491875,158.820714,174.56009,183.442529,192.324969,201.618171,0.404568842,0.0851754815,0,0.510255676,0,182.985396,168.523452,168.569051,186.295376,231.960161
1.4965085,158.79487,174.486847,183.368259,192.249671,201.589123,0.405028703,0.0851480922,0,0.509823205,0,182.844132,168.496029,168.641936,186.268536,231.606997
1.5011564,158.78176,174.43593,183.318279,192.200627,201.583173,0.40549024,0.0851206838,0,0.509389077,0,182.733396,168.482118,168.722566,186.263038,231.313135
1.5058188,158.811082,174.459123,183.347693,192.236264,201.65213,0.40595346,0.0850932566,0,0.508953284,0,182.722277,168.513231,168.828768,186.326754,231.212712
1.5104957,158.839138,174.480633,183.375538,192.270442,201.719759,0.406418362,0.0850658118,0,0.508515827,0,182.709289,168.543001,168.934266,186.389244,231.109072
1.515187,158.865916,174.50044,183.401794,192.303148,201.786047,0.406884933,0.0850383511,0,0.508076716,0,182.694413,168.571415,169.039049,186.450494,231.002184
1.519893,158.891406,174.518527,183.42645,192.334372,201.850986,0.407353201,0.0850108739,0,0.507635926,0,182.677631,168.598462,169.143116,186.510498,230.892012
1.5246135,158.915594,174.534873,183.449487,192.364101,201.91456,0.407823143,0.0849833826,0,0.507193474,0,182.658926,168.624128,169.246455,186.56924,230.778527
1.5293488,158.93847,174.549461,183.470893,192.392324,201.976759,0.408294788,0.0849558765,0,0.506749336,0,182.638279,168.648402,169.349065,186.626712,230.661691
1.5340987,158.960022,174.56227,183.490649,192.419027,202.037569,0.408768112,0.0849283579,0,0.50630353,0,182.615672,168.67127,169.450934,186.6829,230.541476
1.5388634,158.980237,174.573281,183.50874,192.444199,202.096976,0.409243133,0.084900827,0,0.50585604,0,182.591086,168.69272,169.552058,186.737793,230.417844
1.5436428,158.999101,174.582473,183.52515,192.467827,202.154969,0.409719838,0.0848732855,0,0.505406877,0,182.564504,168.712737,169.652426,186.791378,230.290764
1.5484372,159.016604,174.589826,183.539863,192.4899,202.211536,0.410198253,0.0848457329,0,0.504956014,0,182.535904,168.731309,169.752038,186.843646,230.160195
1.5532464,159.032733,174.595319,183.552862,192.510404,202.266661,0.410678357,0.0848181715,0,0.504503472,0,182.505268,168.748423,169.85088,186.894582,230.026108
1.5580705,159.047473,174.598933,183.56413,192.529327,202.320333,0.411160155,0.084790602,0,0.504049243,0,182.472579,168.764064,169.948947,186.944175,229.888466
1.5629097,159.060815,174.600645,183.573651,192.546656,202.372539,0.411643664,0.0847630246,0,0.503593312,0,182.437813,168.778221,170.046235,186.992413,229.747228
1.5677638,159.072742,174.600435,183.581407,192.562379,202.423263,0.412128861,0.0847354416,0,0.503135698,0,182.400954,168.790877,170.142731,187.039282,229.602365
1.5726331,159.083245,174.59828,183.587381,192.576482,202.472494,0.412615772,0.0847078527,0,0.502676375,0,182.361979,168.802021,170.238434,187.084772,229.453832
1.5775174,159.092307,174.594159,183.591556,192.588952,202.520217,0.413104373,0.0846802601,0,0.502215366,0,182.320871,168.811637,170.33333,187.128868,229.301598
1.5824169,159.099916,174.588049,183.593913,192.599777,202.566419,0.413594681,0.0846526642,0,0.501752654,0,182.277606,168.819711,170.427415,187.171558,229.145621
1.5873317,159.10606,174.579929,183.594436,192.608943,202.611085,0.414086702,0.0846250657,0,0.501288232,0,182.232165,168.82623,170.520683,187.21283,228.985861
1.5922617,159.110724,174.569775,183.593105,192.616436,202.654201,0.414580421,0.0845974664,0,0.500822112,0,182.184527,168.831179,170.613123,187.252669,228.822282
1.597207,159.113893,174.557564,183.589904,192.622244,202.695754,0.415075845,0.0845698671,0,0.500354288,0,182.13467,168.834542,170.704728,187.291064,228.654844
1.6021677,159.115556,174.543273,183.584813,192.626353,202.735729,0.415572978,0.0845422687,0,0.499884753,0,182.082573,168.836306,170.795493,187.328001,228.483505
1.6071438,159.115696,174.526879,183.577814,192.62875,202.774111,0.416071816,0.0845146726,0,0.499413511,0,182.028215,168.836455,170.885407,187.363466,228.308224
1.6121354,159.1143,174.508356,183.568888,192.629419,202.810886,0.416572366,0.0844870794,0,0.498940555,0,181.971572,168.834974,170.974465,187.397446,228.12896
1.6171424,159.111354,174.487682,183.558016,192.628349,202.846037,0.417074611,0.0844594913,0,0.498465898,0,181.912625,168.831848,171.062655,187.429926,227.945676
1.622165,159.106843,174.464831,183.545178,192.625525,202.879554,0.417578566,0.0844319085,0,0.497989525,0,181.851348,168.827061,171.149973,187.460895,227.758322
1.6272032,159.100753,174.43978,183.530356,192.620932,202.911416,0.418084228,0.0844043324,0,0.49751144,0,181.787721,168.820599,171.236409,187.490336,227.566859
1.6322571,159.093068,174.412501,183.513529,192.614558,202.941613,0.4185916,0.0843767639,0,0.497031636,0,181.721718,168.812445,171.321955,187.518238,227.371241
1.6373266,159.083774,174.38297,183.494678,192.606387,202.970126,0.419100667,0.0843492051,0,0.496550128,0,181.65332,168.802583,171.406602,187.544584,227.171429
1.6424119,159.072856,174.351161,183.473783,192.596404,202.996941,0.419611443,0.0843216563,0,0.496066901,0,181.582499,168.790998,171.490344,187.569361,226.967371
1.647513,159.060298,174.317046,183.450821,192.584596,203.022042,0.420123923,0.084294119,0,0.495581958,0,181.509233,168.777672,171.573171,187.592554,226.759025
1.6526299,159.046085,174.280602,183.425776,192.570949,203.045413,0.420638101,0.0842665947,0,0.495095304,0,181.433499,168.762591,171.655074,187.614149,226.546347
1.6577627,159.0302,174.241799,183.398623,192.555447,203.067038,0.421153981,0.0842390843,0,0.494606935,0,181.355271,168.745736,171.736045,187.634131,226.329287
1.6629115,159.012629,174.200611,183.369343,192.538075,203.086903,0.421671566,0.0842115889,0,0.494116845,0,181.274524,168.727091,171.816077,187.652486,226.107796
1.6680762,158.993356,174.15701,183.337915,192.518819,203.104988,0.42219084,0.0841841106,0,0.493625049,0,181.191235,168.706641,171.895159,187.669197,225.881831
1.673257,158.972364,174.110968,183.304316,192.497663,203.121278,0.422711817,0.0841566498,0,0.493131533,0,181.105377,168.684366,171.973284,187.684249,225.651338
1.6784539,158.949636,174.062456,183.268524,192.474592,203.135758,0.423234491,0.0841292081,0,0.492636301,0,181.016924,168.66025,172.050442,187.697628,225.416269
1.6836669,158.925157,174.011446,183.230519,192.449591,203.148409,0.423758853,0.0841017872,0,0.49213936,0,180.925851,168.634275,172.126625,187.709318,225.176576
1.6888962,158.898909,173.957908,183.190276,192.422644,203.159216,0.424284917,0.0840743875,0,0.491640696,0,180.83213,168.606424,172.201824,187.719303,224.932201
1.6941416,158.870877,173.901814,183.147775,192.393736,203.168159,0.424812656,0.0840470117,0,0.491140333,0,180.735739,168.576679,172.276028,187.727567,224.683103
1.6994034,158.841041,173.843131,183.102991,192.362851,203.175224,0.425342092,0.0840196599,0,0.490638248,0,180.636645,168.545021,172.349232,187.734095,224.429218
1.7046815,158.809387,173.781831,183.055902,192.329973,203.180391,0.425873208,0.0839923342,0,0.490134457,0,180.534824,168.511433,172.421423,187.738869,224.1705
