arm,color,label,lw,segment,x_disp,y_disp
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-4.717036,-3.6229969
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-4.6639063,-3.5910415
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-4.6106103,-3.5596419
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-4.5571533,-3.5287982
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-4.5035408,-3.4985105
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-4.4497782,-3.4687792
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-4.3958709,-3.4396041
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-4.3418243,-3.4109853
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-4.2876436,-3.3829228
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-4.2333343,-3.3554165
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-4.1789018,-3.3284663
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-4.1243512,-3.3020721
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-4.069688,-3.2762335
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-4.0149175,-3.2509503
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-3.9600449,-3.2262223
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-3.9050755,-3.202049
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-3.8500145,-3.17843
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-3.7948672,-3.1553649
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-3.7396389,-3.1328532
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-3.6843346,-3.1108943
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-3.6289597,-3.0894876
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-3.5735192,-3.0686326
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-3.5180183,-3.0483284
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-3.4624622,-3.0285744
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-3.406856,-3.0093698
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-3.3512047,-2.9907138
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-3.2955135,-2.9726055
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-3.2397874,-2.955044
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-3.1840314,-2.9380284
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-3.1282505,-2.9215576
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-3.0724498,-2.9056306
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-3.0166343,-2.8902464
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-2.9608088,-2.8754037
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-2.9049783,-2.8611015
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-2.8491477,-2.8473386
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-2.793322,-2.8341136
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-2.7375059,-2.8214253
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-2.6817044,-2.8092724
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-2.6259221,-2.7976535
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-2.570164,-2.7865671
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-2.5144349,-2.7760119
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-2.4587393,-2.7659862
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-2.4030821,-2.7564887
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-2.347468,-2.7475177
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-2.2919017,-2.7390715
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-2.2363877,-2.7311487
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-2.1809307,-2.7237474
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-2.1255353,-2.7168659
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-2.0702062,-2.7105025
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-2.0149477,-2.7046553
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-1.9597644,-2.6993226
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-1.9046609,-2.6945025
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-1.8496415,-2.6901929
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-1.7947108,-2.6863921
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-1.7398731,-2.683098
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-1.6851327,-2.6803086
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-1.6304942,-2.6780218
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-1.5759616,-2.6762356
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-1.5215395,-2.6749478
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-1.4672319,-2.6741562
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-1.4130432,-2.6738588
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-1.3589775,-2.6740532
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-1.3050391,-2.6747372
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-1.251232,-2.6759085
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-1.1975604,-2.6775647
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-1.1440284,-2.6797037
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-1.0906399,-2.6823228
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-1.0373991,-2.6854198
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-0.98430995,-2.6889922
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-0.93137634,-2.6930375
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-0.87860222,-2.6975532
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-0.82599151,-2.7025368
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-0.77354804,-2.7079857
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-0.72127566,-2.7138972
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-0.66917817,-2.7202689
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-0.61725931,-2.7270979
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-0.56552284,-2.7343817
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-0.51397243,-2.7421176
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-0.46261177,-2.7503027
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-0.41144449,-2.7589344
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-0.36047417,-2.7680098
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-0.30970439,-2.7775262
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-0.25913868,-2.7874807
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-0.20878054,-2.7978703
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-0.15863342,-2.8086924
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-0.10870076,-2.8199438
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-0.058985954,-2.8316217
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,-0.009492359,-2.8437231
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,0.039776699,-2.8562451
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,0.088817928,-2.8691846
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,0.13762807,-2.8825385
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,0.18620392,-2.8963039
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,0.23454227,-2.9104776
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,0.28263998,-2.9250566
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,0.33049394,-2.9400377
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,0.37810106,-2.9554178
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,0.4254583,-2.9711937
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,0.47256266,-2.9873622
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,0.51941117,-3.0039202
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,0.56600088,-3.0208644
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,0.61232889,-3.0381915
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,0.65839235,-3.0558984
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,0.70418842,-3.0739817
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,0.74971432,-3.0924381
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,0.79496728,-3.1112643
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,0.8399446,-3.130457
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,0.88464358,-3.1500129
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,0.92906158,-3.1699285
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,0.973196,-3.1902005
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,1.0170443,-3.2108255
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,1.0606038,-3.2318001
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,1.1038722,-3.2531208
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,1.1468469,-3.2747843
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,1.1895255,-3.296787
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,1.2319057,-3.3191254
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,1.273985,-3.3417962
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,1.3157613,-3.3647958
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,1.3572321,-3.3881206
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,1.3983952,-3.4117672
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,1.4392485,-3.4357321
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,1.4797898,-3.4600116
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,1.5200169,-3.4846023
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,1.5599278,-3.5095005
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,1.5995205,-3.5347027
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,1.6387928,-3.5602052
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,1.6777428,-3.5860046
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,1.7163686,-3.6120971
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,1.7546682,-3.6384792
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,1.7926399,-3.6651472
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,1.8302817,-3.6920975
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,1.8675919,-3.7193264
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,1.9045687,-3.7468303
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,1.9416136,-3.7736705
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,1.9785875,-3.8002228
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,2.0152472,-3.8270575
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,2.0515907,-3.8541714
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,2.0876161,-3.8815609
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,2.1233217,-3.9092226
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,2.1587055,-3.9371531
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,2.1937657,-3.9653489
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,2.2285006,-3.9938066
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,2.2629085,-4.0225227
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,2.2969877,-4.0514937
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,2.3307364,-4.0807162
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,2.3641532,-4.1101865
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,2.3972363,-4.1399014
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,2.4299843,-4.1698571
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,2.4623956,-4.2000503
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,2.4944687,-4.2304773
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,2.5262023,-4.2611347
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,2.5575948,-4.2920189
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,2.5886449,-4.3231263
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,2.6193513,-4.3544535
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,2.6497126,-4.3859969
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,2.6797276,-4.4177529
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,2.709395,-4.4497179
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,2.7387136,-4.4818884
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,2.7676823,-4.5142608
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,2.7963,-4.5468316
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,2.8245654,-4.5795971
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,2.8524776,-4.6125538
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,2.8800355,-4.6456981
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,2.9072382,-4.6790264
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,2.9340846,-4.7125352
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,2.9605738,-4.7462207
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,2.986705,-4.7800796
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.0124773,-4.814108
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.0378898,-4.8483026
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.0629418,-4.8826596
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.0876325,-4.9171755
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.1119612,-4.9518467
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.1359272,-4.9866696
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.1595298,-5.0216406
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.1827685,-5.0567561
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.2056426,-5.0920126
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.2281515,-5.1274064
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.2502949,-5.162934
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.2720721,-5.1985917
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.2934827,-5.2343761
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.3145263,-5.2702835
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.3352026,-5.3063103
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.3555111,-5.3424531
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.3754515,-5.3787081
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.3950236,-5.415072
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.4142271,-5.451541
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.4330618,-5.4881117
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.4515275,-5.5247805
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.469624,-5.5615439
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.4873513,-5.5983983
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.5047091,-5.6353402
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.5216975,-5.6723661
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.5383164,-5.7094725
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.5545659,-5.7466558
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.570446,-5.7839126
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.5859566,-5.8212393
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.6010981,-5.8586325
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.6158704,-5.8960887
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.6302737,-5.9336045
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.6443082,-5.9711762
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.6579743,-6.0088006
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.671272,-6.0464741
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.6842017,-6.0841934
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.6967637,-6.1219549
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.7089584,-6.1597553
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.7207861,-6.1975912
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.7322472,-6.2354591
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.7433423,-6.2733557
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.7540716,-6.3112777
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.7644359,-6.3492215
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.7744355,-6.3871839
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.784071,-6.4251616
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.793343,-6.4631512
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.8022522,-6.5011493
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.8107991,-6.5391528
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.8189845,-6.5771582
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.826809,-6.6151624
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.8342733,-6.6531619
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.8413783,-6.6911537
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.8481248,-6.7291344
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.8545134,-6.7671008
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.8605451,-6.8050496
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.8662208,-6.8429778
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.8715412,-6.8808821
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.8765074,-6.9187593
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.8811204,-6.9566062
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.885381,-6.9944198
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.8892902,-7.0321969
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.8928492,-7.0699344
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.896059,-7.1076292
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.8989206,-7.1452782
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.9014351,-7.1828783
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.9036037,-7.2204265
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.9054276,-7.2579197
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.9069079,-7.2953551
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.9080458,-7.3327294
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.9088426,-7.3700398
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.9092995,-7.4072833
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.9094178,-7.444457
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.9091989,-7.4815578
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.9086439,-7.518583
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.9077544,-7.5555295
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.9065317,-7.5923946
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.9049771,-7.6291754
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.9030921,-7.6658689
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.9008781,-7.7024725
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.8983367,-7.7389833
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.8954693,-7.7753985
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.8922774,-7.8117153
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.8887626,-7.8479311
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.8849263,-7.884043
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.8807703,-7.9200483
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.8762961,-7.9559445
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.8715053,-7.9917288
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.8663995,-8.0273985
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.8609805,-8.0629511
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.8552499,-8.0983838
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.8492094,-8.1336943
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.8428607,-8.1688798
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.8362057,-8.2039378
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.829246,-8.2388658
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.8219834,-8.2736614
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.8144197,-8.3083219
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.8065569,-8.342845
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.7983966,-8.3772282
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.7899408,-8.4114691
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.7811913,-8.4455653
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.7721501,-8.4795144
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.762819,-8.5133141
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.7532,-8.546962
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.743295,-8.5804559
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.733106,-8.6137934
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.722635,-8.6469723
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.7118839,-8.6799903
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.7008548,-8.7128452
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.6895498,-8.7455349
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.6779708,-8.7780571
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.66612,-8.8104097
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.6539993,-8.8425905
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.641611,-8.8745976
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.628957,-8.9064287
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.6160396,-8.9380818
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.6028609,-8.9695549
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.5894229,-9.000846
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.575728,-9.0319531
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.5617782,-9.0628741
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.5475758,-9.0936073
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.5331229,-9.1241507
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.5184219,-9.1545023
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.5034748,-9.1846603
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.488284,-9.2146228
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.4728517,-9.2443881
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.4571802,-9.2739543
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.4412717,-9.3033197
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.4251286,-9.3324825
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.4087531,-9.361441
Sct-Cen,#22b98f,Scutum-Centaurus Arm,3.4,display,3.3921476,-9.3901935
