draw_id,draw_label,model_key,model_name,k,source,dof,chi2_radial,chi2_vertical,chi2_total,chi2_nu,chi2_nu_rad,chi2_nu_vert
1,b1,baryonic,Baryonic Newtonian,0,qcopula,196,65929.6000,806.2750,66735.8750,340.4892,336.3755,4.1136
2,b2,baryonic,Baryonic Newtonian,0,qcopula,196,72368.3000,782.4730,73150.7730,373.2182,369.2260,3.9922
3,b3,baryonic,Baryonic Newtonian,0,qcopula,196,65299.0000,484.4790,65783.4790,335.6300,333.1582,2.4718
4,b4,baryonic,Baryonic Newtonian,0,qcopula,196,64325.4000,508.0500,64833.4500,330.7829,328.1908,2.5921
5,b5,baryonic,Baryonic Newtonian,0,qcopula,196,63152.7000,994.8800,64147.5800,327.2836,322.2077,5.0759
6,b6,baryonic,Baryonic Newtonian,0,qcopula,196,63878.6000,614.2710,64492.8710,329.0453,325.9112,3.1340
7,b7,baryonic,Baryonic Newtonian,0,qcopula,196,69144.7000,351.0690,69495.7690,354.5702,352.7791,1.7912
8,b8,baryonic,Baryonic Newtonian,0,qcopula,196,60909.3000,766.7790,61676.0790,314.6739,310.7617,3.9121
9,b9,baryonic,Baryonic Newtonian,0,qcopula,196,61670.5000,1023.2000,62693.7000,319.8658,314.6454,5.2204
10,b10,baryonic,Baryonic Newtonian,0,qcopula,196,60582.8000,822.9150,61405.7150,313.2945,309.0959,4.1985
11,b11,baryonic,Baryonic Newtonian,0,qcopula,196,70235.6000,543.1900,70778.7900,361.1163,358.3449,2.7714
12,b12,baryonic,Baryonic Newtonian,0,qcopula,196,58717.7000,731.2010,59448.9010,303.3107,299.5801,3.7306
13,b13,baryonic,Baryonic Newtonian,0,qcopula,196,63614.2000,640.5160,64254.7160,327.8302,324.5622,3.2679
14,b14,baryonic,Baryonic Newtonian,0,qcopula,196,56697.6000,780.3030,57477.9030,293.2546,289.2735,3.9811
15,b15,baryonic,Baryonic Newtonian,0,qcopula,196,56104.3000,709.2080,56813.5080,289.8648,286.2464,3.6184
16,b16,baryonic,Baryonic Newtonian,0,qcopula,196,61506.1000,659.1940,62165.2940,317.1699,313.8066,3.3632
17,b17,baryonic,Baryonic Newtonian,0,qcopula,196,55756.9000,679.2940,56436.1940,287.9398,284.4740,3.4658
18,b18,baryonic,Baryonic Newtonian,0,qcopula,196,58388.9000,569.6800,58958.5800,300.8091,297.9026,2.9065
19,b19,baryonic,Baryonic Newtonian,0,qcopula,196,53557.2000,583.8150,54141.0150,276.2297,273.2510,2.9786
20,b20,baryonic,Baryonic Newtonian,0,qcopula,196,56403.5000,543.2540,56946.7540,290.5447,287.7730,2.7717
21,b21,baryonic,Baryonic Newtonian,0,qcopula,196,56864.9000,570.7290,57435.6290,293.0389,290.1270,2.9119
22,b22,baryonic,Baryonic Newtonian,0,qcopula,196,55222.4000,667.1550,55889.5550,285.1508,281.7469,3.4039
23,b23,baryonic,Baryonic Newtonian,0,qcopula,196,52134.2000,655.7700,52789.9700,269.3366,265.9908,3.3458
24,b24,baryonic,Baryonic Newtonian,0,qcopula,196,56770.7000,496.1490,57266.8490,292.1778,289.6464,2.5314
25,b25,baryonic,Baryonic Newtonian,0,qcopula,196,56117.3000,727.0940,56844.3940,290.0224,286.3128,3.7097
26,b26,baryonic,Baryonic Newtonian,0,qcopula,196,53155.3000,471.9000,53627.2000,273.6082,271.2005,2.4077
27,b27,baryonic,Baryonic Newtonian,0,qcopula,196,52106.3000,615.9700,52722.2700,268.9912,265.8485,3.1427
28,b28,baryonic,Baryonic Newtonian,0,qcopula,196,52964.6000,618.7820,53583.3820,273.3846,270.2276,3.1571
29,b29,baryonic,Baryonic Newtonian,0,qcopula,196,50241.9000,498.6670,50740.5670,258.8804,256.3362,2.5442
30,b30,baryonic,Baryonic Newtonian,0,qcopula,196,53810.3000,432.6680,54242.9680,276.7498,274.5423,2.2075
31,b31,baryonic,Baryonic Newtonian,0,qcopula,196,48809.3000,492.3360,49301.6360,251.5390,249.0270,2.5119
32,b32,baryonic,Baryonic Newtonian,0,qcopula,196,48931.8000,545.3370,49477.1370,252.4344,249.6520,2.7823
33,b33,baryonic,Baryonic Newtonian,0,qcopula,196,46811.6000,501.4270,47313.0270,241.3930,238.8347,2.5583
34,b34,baryonic,Baryonic Newtonian,0,qcopula,196,52583.0000,523.9440,53106.9440,270.9538,268.2806,2.6732
35,b35,baryonic,Baryonic Newtonian,0,qcopula,196,51839.1000,608.4350,52447.5350,267.5895,264.4852,3.1043
36,b36,baryonic,Baryonic Newtonian,0,qcopula,196,47955.3000,641.7560,48597.0560,247.9442,244.6699,3.2743
37,b37,baryonic,Baryonic Newtonian,0,qcopula,196,46801.1000,621.5720,47422.6720,241.9524,238.7811,3.1713
38,b38,baryonic,Baryonic Newtonian,0,qcopula,196,47557.9000,549.6320,48107.5320,245.4466,242.6423,2.8042
39,b39,baryonic,Baryonic Newtonian,0,qcopula,196,50866.7000,454.1460,51320.8460,261.8411,259.5240,2.3171
40,b40,baryonic,Baryonic Newtonian,0,qcopula,196,45208.7000,448.7840,45657.4840,232.9463,230.6566,2.2897
41,b41,baryonic,Baryonic Newtonian,0,qcopula,196,45499.2000,416.4190,45915.6190,234.2634,232.1388,2.1246
42,b42,baryonic,Baryonic Newtonian,0,qcopula,196,47181.0000,423.2180,47604.2180,242.8787,240.7194,2.1593
43,b43,baryonic,Baryonic Newtonian,0,qcopula,196,47540.7000,446.7610,47987.4610,244.8340,242.5546,2.2794
44,b44,baryonic,Baryonic Newtonian,0,qcopula,196,45908.2000,300.6400,46208.8400,235.7594,234.2255,1.5339
45,b45,baryonic,Baryonic Newtonian,0,qcopula,196,45164.7000,357.6640,45522.3640,232.2570,230.4321,1.8248
46,b46,baryonic,Baryonic Newtonian,0,qcopula,196,42461.6000,426.0540,42887.6540,218.8146,216.6408,2.1737
47,b47,baryonic,Baryonic Newtonian,0,qcopula,196,42408.6000,386.1640,42794.7640,218.3406,216.3704,1.9702
48,b48,baryonic,Baryonic Newtonian,0,qcopula,196,41226.2000,611.5900,41837.7900,213.4581,210.3378,3.1204
49,b49,baryonic,Baryonic Newtonian,0,qcopula,196,40178.0000,567.3520,40745.3520,207.8844,204.9898,2.8947
50,b50,baryonic,Baryonic Newtonian,0,qcopula,196,45100.3000,421.5390,45521.8390,232.2543,230.1036,2.1507
51,b51,baryonic,Baryonic Newtonian,0,qcopula,196,39706.7000,455.4870,40162.1870,204.9091,202.5852,2.3239
52,b52,baryonic,Baryonic Newtonian,0,qcopula,196,37990.4000,412.2280,38402.6280,195.9318,193.8286,2.1032
53,b53,baryonic,Baryonic Newtonian,0,qcopula,196,40941.3000,412.3290,41353.6290,210.9879,208.8842,2.1037
54,b54,baryonic,Baryonic Newtonian,0,qcopula,196,37583.2000,388.2250,37971.4250,193.7318,191.7510,1.9807
55,b55,baryonic,Baryonic Newtonian,0,qcopula,196,37432.9000,476.5600,37909.4600,193.4156,190.9842,2.4314
56,b56,baryonic,Baryonic Newtonian,0,qcopula,196,40045.5000,303.4190,40348.9190,205.8618,204.3138,1.5481
57,b57,baryonic,Baryonic Newtonian,0,qcopula,196,37003.6000,360.8370,37364.4370,190.6349,188.7939,1.8410
58,b58,baryonic,Baryonic Newtonian,0,qcopula,196,40181.7000,465.2760,40646.9760,207.3825,205.0087,2.3739
59,b59,baryonic,Baryonic Newtonian,0,qcopula,196,38717.6000,465.3890,39182.9890,199.9132,197.5388,2.3744
60,b60,baryonic,Baryonic Newtonian,0,qcopula,196,37500.7000,377.1840,37877.8840,193.2545,191.3301,1.9244
61,b61,baryonic,Baryonic Newtonian,0,qcopula,196,39047.9000,350.6550,39398.5550,201.0130,199.2240,1.7891
62,b62,baryonic,Baryonic Newtonian,0,qcopula,196,34607.6000,268.5810,34876.1810,177.9397,176.5694,1.3703
63,b63,baryonic,Baryonic Newtonian,0,qcopula,196,34474.5000,288.5560,34763.0560,177.3625,175.8903,1.4722
64,b64,baryonic,Baryonic Newtonian,0,qcopula,196,37632.3000,397.5570,38029.8570,194.0299,192.0015,2.0284
65,b65,baryonic,Baryonic Newtonian,0,qcopula,196,34433.6000,427.1630,34860.7630,177.8610,175.6816,2.1794
66,b66,baryonic,Baryonic Newtonian,0,qcopula,196,32357.3000,361.8000,32719.1000,166.9342,165.0883,1.8459
67,b67,baryonic,Baryonic Newtonian,0,qcopula,196,36444.3000,353.1880,36797.4880,187.7423,185.9403,1.8020
68,b68,baryonic,Baryonic Newtonian,0,qcopula,196,33869.9000,339.5460,34209.4460,174.5380,172.8056,1.7324
69,b69,baryonic,Baryonic Newtonian,0,qcopula,196,31568.6000,291.2530,31859.8530,162.5503,161.0643,1.4860
70,b70,baryonic,Baryonic Newtonian,0,qcopula,196,31385.1000,320.1690,31705.2690,161.7616,160.1281,1.6335
71,b71,baryonic,Baryonic Newtonian,0,qcopula,196,33847.6000,345.2920,34192.8920,174.4535,172.6918,1.7617
72,b72,baryonic,Baryonic Newtonian,0,qcopula,196,31127.9000,400.1510,31528.0510,160.8574,158.8158,2.0416
73,b73,baryonic,Baryonic Newtonian,0,qcopula,196,31518.3000,338.1360,31856.4360,162.5328,160.8077,1.7252
74,b74,baryonic,Baryonic Newtonian,0,qcopula,196,29816.7000,370.6410,30187.3410,154.0170,152.1260,1.8910
75,b75,baryonic,Baryonic Newtonian,0,qcopula,196,32992.6000,247.5800,33240.1800,169.5928,168.3296,1.2632
76,b76,baryonic,Baryonic Newtonian,0,qcopula,196,31053.8000,424.9410,31478.7410,160.6058,158.4378,2.1681
77,b77,baryonic,Baryonic Newtonian,0,qcopula,196,28490.2000,288.7510,28778.9510,146.8314,145.3582,1.4732
78,b78,baryonic,Baryonic Newtonian,0,qcopula,196,31034.4000,223.9180,31258.3180,159.4812,158.3388,1.1424
79,b79,baryonic,Baryonic Newtonian,0,qcopula,196,30214.7000,200.2210,30414.9210,155.1782,154.1566,1.0215
80,b80,baryonic,Baryonic Newtonian,0,qcopula,196,31754.1000,356.3300,32110.4300,163.8287,162.0107,1.8180
81,b81,baryonic,Baryonic Newtonian,0,qcopula,196,29973.7000,303.0780,30276.7780,154.4734,152.9270,1.5463
82,b82,baryonic,Baryonic Newtonian,0,qcopula,196,30730.0000,280.6940,31010.6940,158.2178,156.7857,1.4321
83,b83,baryonic,Baryonic Newtonian,0,qcopula,196,31013.9000,290.5330,31304.4330,159.7165,158.2342,1.4823
84,b84,baryonic,Baryonic Newtonian,0,qcopula,196,32346.7000,277.6070,32624.3070,166.4505,165.0342,1.4164
85,b85,baryonic,Baryonic Newtonian,0,qcopula,196,27404.1000,392.9670,27797.0670,141.8218,139.8168,2.0049
86,b86,baryonic,Baryonic Newtonian,0,qcopula,196,27929.3000,322.1230,28251.4230,144.1399,142.4964,1.6435
87,b87,baryonic,Baryonic Newtonian,0,qcopula,196,31357.8000,223.4530,31581.2530,161.1288,159.9888,1.1401
88,b88,baryonic,Baryonic Newtonian,0,qcopula,196,25652.4000,219.4210,25871.8210,131.9991,130.8796,1.1195
89,b89,baryonic,Baryonic Newtonian,0,qcopula,196,30266.1000,307.4630,30573.5630,155.9876,154.4189,1.5687
90,b90,baryonic,Baryonic Newtonian,0,qcopula,196,29075.6000,309.0230,29384.6230,149.9215,148.3449,1.5766
91,b91,baryonic,Baryonic Newtonian,0,qcopula,196,28693.9000,250.0640,28943.9640,147.6733,146.3974,1.2758
92,b92,baryonic,Baryonic Newtonian,0,qcopula,196,26316.4000,168.5570,26484.9570,135.1273,134.2673,0.8600
93,b93,baryonic,Baryonic Newtonian,0,qcopula,196,29088.1000,223.1010,29311.2010,149.5469,148.4087,1.1383
