draw_id,draw_label,model_key,model_name,k,source,dof,chi2_radial,chi2_vertical,chi2_total,chi2_nu,chi2_nu_rad,chi2_nu_vert
1,b1,baryonic,Baryonic Newtonian,0,qcopula,196,66241.2000,733.8910,66975.0910,341.7096,337.9653,3.7443
2,b2,baryonic,Baryonic Newtonian,0,qcopula,196,72939.1000,722.1810,73661.2810,375.8229,372.1383,3.6846
3,b3,baryonic,Baryonic Newtonian,0,qcopula,196,65568.8000,418.8000,65987.6000,336.6714,334.5347,2.1367
4,b4,baryonic,Baryonic Newtonian,0,qcopula,196,64248.5000,437.6720,64686.1720,330.0315,327.7985,2.2330
5,b5,baryonic,Baryonic Newtonian,0,qcopula,196,63509.0000,922.2780,64431.2780,328.7310,324.0255,4.7055
6,b6,baryonic,Baryonic Newtonian,0,qcopula,196,63991.8000,539.8990,64531.6990,329.2434,326.4888,2.7546
7,b7,baryonic,Baryonic Newtonian,0,qcopula,196,69102.0000,296.7410,69398.7410,354.0752,352.5612,1.5140
8,b8,baryonic,Baryonic Newtonian,0,qcopula,196,60897.1000,689.1930,61586.2930,314.2158,310.6995,3.5163
9,b9,baryonic,Baryonic Newtonian,0,qcopula,196,61577.2000,960.2400,62537.4400,319.0686,314.1694,4.8992
10,b10,baryonic,Baryonic Newtonian,0,qcopula,196,60358.0000,756.6940,61114.6940,311.8097,307.9490,3.8607
11,b11,baryonic,Baryonic Newtonian,0,qcopula,196,70293.6000,482.8590,70776.4590,361.1044,358.6408,2.4636
12,b12,baryonic,Baryonic Newtonian,0,qcopula,196,58257.6000,664.3000,58921.9000,300.6219,297.2327,3.3893
13,b13,baryonic,Baryonic Newtonian,0,qcopula,196,64008.7000,562.8130,64571.5130,329.4465,326.5750,2.8715
14,b14,baryonic,Baryonic Newtonian,0,qcopula,196,55773.6000,720.2100,56493.8100,288.2337,284.5592,3.6745
15,b15,baryonic,Baryonic Newtonian,0,qcopula,196,55172.5000,647.1690,55819.6690,284.7942,281.4923,3.3019
16,b16,baryonic,Baryonic Newtonian,0,qcopula,196,61826.7000,586.7000,62413.4000,318.4357,315.4423,2.9934
17,b17,baryonic,Baryonic Newtonian,0,qcopula,196,54894.3000,617.4790,55511.7790,283.2234,280.0730,3.1504
18,b18,baryonic,Baryonic Newtonian,0,qcopula,196,58231.0000,494.5400,58725.5400,299.6201,297.0969,2.5232
19,b19,baryonic,Baryonic Newtonian,0,qcopula,196,52179.4000,519.8160,52699.2160,268.8736,266.2214,2.6521
20,b20,baryonic,Baryonic Newtonian,0,qcopula,196,55641.1000,469.4150,56110.5150,286.2781,283.8832,2.3950
21,b21,baryonic,Baryonic Newtonian,0,qcopula,196,56818.9000,492.6090,57311.5090,292.4057,289.8923,2.5133
22,b22,baryonic,Baryonic Newtonian,0,qcopula,196,54156.3000,601.4530,54757.7530,279.3763,276.3077,3.0686
23,b23,baryonic,Baryonic Newtonian,0,qcopula,196,50467.1000,592.3130,51059.4130,260.5072,257.4852,3.0220
24,b24,baryonic,Baryonic Newtonian,0,qcopula,196,56512.3000,419.3860,56931.6860,290.4678,288.3281,2.1397
25,b25,baryonic,Baryonic Newtonian,0,qcopula,196,55356.9000,657.5690,56014.4690,285.7881,282.4332,3.3549
26,b26,baryonic,Baryonic Newtonian,0,qcopula,196,52784.4000,399.4350,53183.8350,271.3461,269.3082,2.0379
27,b27,baryonic,Baryonic Newtonian,0,qcopula,196,50572.4000,553.1770,51125.5770,260.8448,258.0224,2.8223
28,b28,baryonic,Baryonic Newtonian,0,qcopula,196,51747.8000,553.9970,52301.7970,266.8459,264.0194,2.8265
29,b29,baryonic,Baryonic Newtonian,0,qcopula,196,49260.4000,433.6460,49694.0460,253.5411,251.3286,2.2125
30,b30,baryonic,Baryonic Newtonian,0,qcopula,196,53666.4000,356.4150,54022.8150,275.6266,273.8082,1.8184
31,b31,baryonic,Baryonic Newtonian,0,qcopula,196,46738.8000,432.3900,47171.1900,240.6693,238.4633,2.2061
32,b32,baryonic,Baryonic Newtonian,0,qcopula,196,46846.1000,482.3090,47328.4090,241.4715,239.0107,2.4608
33,b33,baryonic,Baryonic Newtonian,0,qcopula,196,44749.8000,444.6250,45194.4250,230.5838,228.3153,2.2685
34,b34,baryonic,Baryonic Newtonian,0,qcopula,196,51984.7000,455.9950,52440.6950,267.5546,265.2281,2.3265
35,b35,baryonic,Baryonic Newtonian,0,qcopula,196,51116.6000,545.5220,51662.1220,263.5823,260.7990,2.7833
36,b36,baryonic,Baryonic Newtonian,0,qcopula,196,46118.4000,587.2380,46705.6380,238.2941,235.2980,2.9961
37,b37,baryonic,Baryonic Newtonian,0,qcopula,196,44919.9000,571.3830,45491.2830,232.0984,229.1832,2.9152
38,b38,baryonic,Baryonic Newtonian,0,qcopula,196,45695.0000,492.8130,46187.8130,235.6521,233.1378,2.5144
39,b39,baryonic,Baryonic Newtonian,0,qcopula,196,50091.5000,386.8380,50478.3380,257.5425,255.5689,1.9737
40,b40,baryonic,Baryonic Newtonian,0,qcopula,196,43026.9000,391.5820,43418.4820,221.5229,219.5250,1.9979
41,b41,baryonic,Baryonic Newtonian,0,qcopula,196,43210.1000,356.3210,43566.4210,222.2777,220.4597,1.8180
42,b42,baryonic,Baryonic Newtonian,0,qcopula,196,45288.8000,362.1150,45650.9150,232.9128,231.0653,1.8475
43,b43,baryonic,Baryonic Newtonian,0,qcopula,196,46333.4000,380.8570,46714.2570,238.3380,236.3949,1.9431
44,b44,baryonic,Baryonic Newtonian,0,qcopula,196,44288.0000,239.9880,44527.9880,227.1836,225.9592,1.2244
45,b45,baryonic,Baryonic Newtonian,0,qcopula,196,43064.1000,293.7190,43357.8190,221.2134,219.7148,1.4986
46,b46,baryonic,Baryonic Newtonian,0,qcopula,196,40222.6000,369.8220,40592.4220,207.1042,205.2173,1.8868
47,b47,baryonic,Baryonic Newtonian,0,qcopula,196,39860.7000,328.3510,40189.0510,205.0462,203.3709,1.6753
48,b48,baryonic,Baryonic Newtonian,0,qcopula,196,38553.4000,571.9420,39125.3420,199.6191,196.7010,2.9181
